"Project","GGW Feature ID","Feature type","Feature name","NZGD1949 Longitude","NZGD1949 Latitude","Feature length","Feature length unit","Event ID","Event start date (NZST)","Sample ID","Sample date (NZST)","Sample Type","Pumping duration","Pumping rate","Sample Comments","Sample analysis received date (NZST)","Sample analysis completed date (NZST)","Parameter","Analysis ID","Analysis by","Analysis lab","Analysis Lab ID","Result ID","Field ID","Is field analysis?","Analysis comments","Parameter type","Result","Parameter units","Result type","Result comments","Analysis parameter","Equipment","Method","Parameter reference","Parameter error (absolute)","Parameter error (%)","Parameter minimum detection","Parameter maximum detection","Parameter correction","Metadata","Collection method","Clarity","Colour","Odour","Sampling protocol"
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"221. Temperature Deg. C- analysis temperature , Unknown Equipment, Unknown method, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",5591,"BENSEMANNS",false,,"Temperature Deg. C- analysis temperature ","20","Deg. C","Instant",,"Temperature Deg. C- analysis temperature ","Unknown Equipment","Unknown method","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"100. Iron mg/L All forms as Fe - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",5355,"BENSEMANNS",false,,"Iron mg/L All forms as Fe - filterable","2.9","mg/L","Instant",,"Iron mg/L All forms as Fe - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,0.02,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"92. Bicarbonate mg/L as HCO3 - total, Glass buret, Alkalinity in water by titration, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",5096,"BENSEMANNS",false,,"Bicarbonate mg/L as HCO3 - total","69","mg/L","Instant",,"Bicarbonate mg/L as HCO3 - total","Glass buret","Alkalinity in water by titration","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"275. Ammonium mg/L as N - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",6054,"BENSEMANNS",false,,"Ammonium mg/L as N - filterable","0.02","mg/L","Instant",,"Ammonium mg/L as N - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.01,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"272. Sulphate mg/L as SO4 - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",5880,"BENSEMANNS",false,,"Sulphate mg/L as SO4 - filterable","37","mg/L","Instant",,"Sulphate mg/L as SO4 - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.1,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"201. Calcium mg/L - All Forms as Ca - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",5111,"BENSEMANNS",false,,"Calcium mg/L - All Forms as Ca - filterable","19.7","mg/L","Instant",,"Calcium mg/L - All Forms as Ca - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,0.05,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"90. Acidity pH units, Ph meter, pH in water, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",4988,"BENSEMANNS",false,,"Acidity pH units","6.16","pH","Instant",,"Acidity pH units","Ph meter","pH in water","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"202. Total solids (electrical conductivity) uS/cm at 25 degrees, Generic Conductivity Meter, Conductivity in water, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",4920,"BENSEMANNS",false,,"Total solids (electrical conductivity) uS/cm at 25 degrees","220","uS/cm","Instant",,"Total solids (electrical conductivity) uS/cm at 25 degrees","Generic Conductivity Meter","Conductivity in water","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"53. Weather, Observation by a person, Unknown method, Measured",29437,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6342,"BENSEMANNS",true,,"Weather","Fine, 70% cloud, calm",,"Instant",,"Weather","Observation by a person","Unknown method","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"273. Nitrate mg/L as N - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",5812,"BENSEMANNS",false,,"Nitrate mg/L as N - filterable","0.43","mg/L","Instant",,"Nitrate mg/L as N - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.03,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"271. Fluorine mg/L (fluoride) as F - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",5726,"BENSEMANNS",false,,"Fluorine mg/L (fluoride) as F - filterable","<0.03","mg/L","Instant",,"Fluorine mg/L (fluoride) as F - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.03,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"101. Silicon mg/L All forms as SiO2 - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",5424,"BENSEMANNS",false,,"Silicon mg/L All forms as SiO2 - filterable","14.5","mg/L","Instant",,"Silicon mg/L All forms as SiO2 - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"97. Sodium mg/L - All Forms as Na - filterable, AE - high temp flame, Sodium in water by FLAA, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",5055,"BENSEMANNS",false,,"Sodium mg/L - All Forms as Na - filterable","6.2","mg/L","Instant",,"Sodium mg/L - All Forms as Na - filterable","AE - high temp flame","Sodium in water by FLAA","Measured",,,0.04,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",4,"Unspecified Bore","WWD3314",173.02192023189195,-41.12363061817036,6.18,"Metres",11658,2003-03-26 12:10:00.0,18480,2003-03-26 12:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"197. Manganese mg/L All forms as Mn - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29240,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300536",5478,"BENSEMANNS",false,,"Manganese mg/L All forms as Mn - filterable","0.28","mg/L","Instant",,"Manganese mg/L All forms as Mn - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,0.005,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"53. Weather, Observation by a person, Unknown method, Measured",29441,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6346,"WRATTENS",true,,"Weather","Fine, 50% cloud, calm",,"Instant",,"Weather","Observation by a person","Unknown method","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"197. Manganese mg/L All forms as Mn - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",5460,"WRATTENS",false,,"Manganese mg/L All forms as Mn - filterable","0.48","mg/L","Instant",,"Manganese mg/L All forms as Mn - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,0.005,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"201. Calcium mg/L - All Forms as Ca - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",5074,"WRATTENS",false,,"Calcium mg/L - All Forms as Ca - filterable","16.5","mg/L","Instant",,"Calcium mg/L - All Forms as Ca - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,0.05,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"105. Acidity pH units, YSI 60 multimeter, Unknown method, Measured",29441,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6681,"WRATTENS",true,,"Acidity pH units","6.92","pH","Instant",,"Acidity pH units","YSI 60 multimeter","Unknown method","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"69. Oxygen mg/L - All Forms as O2 - dissolved, YSI 55 multimeter, Unknown method, Measured",29441,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6256,"WRATTENS",true,,"Oxygen mg/L - All Forms as O2 - dissolved","6.9","mg/L","Instant","Original reading = 72.7%","Oxygen mg/L - All Forms as O2 - dissolved","YSI 55 multimeter","Unknown method","Measured",0.3,3.0,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"274. Phosphorus mg/L as P- Reactive - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",5924,"WRATTENS",false,,"Phosphorus mg/L as P- Reactive - filterable","<0.05","mg/L","Instant",,"Phosphorus mg/L as P- Reactive - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.05,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"270. Bromine mg/L (bromide) as Br - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",5617,"WRATTENS",false,,"Bromine mg/L (bromide) as Br - filterable","<0.10","mg/L","Instant",,"Bromine mg/L (bromide) as Br - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.1,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"221. Temperature Deg. C- analysis temperature , Unknown Equipment, Unknown method, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",5551,"WRATTENS",false,,"Temperature Deg. C- analysis temperature ","21","Deg. C","Instant",,"Temperature Deg. C- analysis temperature ","Unknown Equipment","Unknown method","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"94. Magnesium mg/L - All Forms as Mg - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",5208,"WRATTENS",false,,"Magnesium mg/L - All Forms as Mg - filterable","7.6","mg/L","Instant",,"Magnesium mg/L - All Forms as Mg - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"68. Temperature Deg. C, YSI 55 multimeter, Unknown method, Measured",29441,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6560,"WRATTENS",true,,"Temperature Deg. C","15.7","Deg. C","Instant",,"Temperature Deg. C","YSI 55 multimeter","Unknown method","Measured",0.2,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"92. Bicarbonate mg/L as HCO3 - total, Glass buret, Alkalinity in water by titration, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",5144,"WRATTENS",false,,"Bicarbonate mg/L as HCO3 - total","127","mg/L","Instant",,"Bicarbonate mg/L as HCO3 - total","Glass buret","Alkalinity in water by titration","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"90. Acidity pH units, Ph meter, pH in water, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",4866,"WRATTENS",false,,"Acidity pH units","6.59","pH","Instant",,"Acidity pH units","Ph meter","pH in water","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"269. Chloride mg/L as Cl - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",5642,"WRATTENS",false,,"Chloride mg/L as Cl - filterable","5.1","mg/L","Instant",,"Chloride mg/L as Cl - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.04,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"96. Potassium mg/L - All Forms as K -filterable, AE - high temp flame, Potassium in water by FLAA, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",5528,"WRATTENS",false,,"Potassium mg/L - All Forms as K -filterable","1.5","mg/L","Instant",,"Potassium mg/L - All Forms as K -filterable","AE - high temp flame","Potassium in water by FLAA","Measured",,,0.04,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"101. Silicon mg/L All forms as SiO2 - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",5453,"WRATTENS",false,,"Silicon mg/L All forms as SiO2 - filterable","69","mg/L","Instant",,"Silicon mg/L All forms as SiO2 - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"97. Sodium mg/L - All Forms as Na - filterable, AE - high temp flame, Sodium in water by FLAA, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",5065,"WRATTENS",false,,"Sodium mg/L - All Forms as Na - filterable","18.7","mg/L","Instant",,"Sodium mg/L - All Forms as Na - filterable","AE - high temp flame","Sodium in water by FLAA","Measured",,,0.04,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"202. Total solids (electrical conductivity) uS/cm at 25 degrees, Generic Conductivity Meter, Conductivity in water, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",4936,"WRATTENS",false,,"Total solids (electrical conductivity) uS/cm at 25 degrees","230","uS/cm","Instant",,"Total solids (electrical conductivity) uS/cm at 25 degrees","Generic Conductivity Meter","Conductivity in water","Measured",,,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"275. Ammonium mg/L as N - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",6078,"WRATTENS",false,,"Ammonium mg/L as N - filterable","0.02","mg/L","Instant",,"Ammonium mg/L as N - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.01,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"271. Fluorine mg/L (fluoride) as F - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",5904,"WRATTENS",false,,"Fluorine mg/L (fluoride) as F - filterable","0.37","mg/L","Instant",,"Fluorine mg/L (fluoride) as F - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.03,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"273. Nitrate mg/L as N - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",5810,"WRATTENS",false,,"Nitrate mg/L as N - filterable","<0.03","mg/L","Instant",,"Nitrate mg/L as N - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.03,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"272. Sulphate mg/L as SO4 - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",5705,"WRATTENS",false,,"Sulphate mg/L as SO4 - filterable","2.2","mg/L","Instant",,"Sulphate mg/L as SO4 - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.1,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",8,"Unspecified Bore","WWD8404",172.98438674863903,-41.167482594617624,236.0,"Metres",11822,2003-03-26 13:40:00.0,18484,2003-03-26 13:40:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"100. Iron mg/L All forms as Fe - filterable, AE - atomic emission spectrophotometer (AESICP), Metals in water by ICP, Measured",29244,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300540",5349,"WRATTENS",false,,"Iron mg/L All forms as Fe - filterable","4.3","mg/L","Instant",,"Iron mg/L All forms as Fe - filterable","AE - atomic emission spectrophotometer (AESICP)","Metals in water by ICP","Measured",,,0.02,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"273. Nitrate mg/L as N - filterable, Ion exchange chromatograph, Anions in water by ion chromatography, Measured",29242,"Unknown Person. GNS Science (GNS)","Unknown Person, , GNS Science","2300538",5816,"WILLIAMS",false,,"Nitrate mg/L as N - filterable","<0.03","mg/L","Instant",,"Nitrate mg/L as N - filterable","Ion exchange chromatograph","Anions in water by ion chromatography","Measured",,,0.03,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"69. Oxygen mg/L - All Forms as O2 - dissolved, YSI 55 multimeter, Unknown method, Measured",29439,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6255,"WILLIAMS",true,,"Oxygen mg/L - All Forms as O2 - dissolved","5.5","mg/L","Instant","original reading = 57.7%","Oxygen mg/L - All Forms as O2 - dissolved","YSI 55 multimeter","Unknown method","Measured",0.3,3.0,,,,"March 2003 NGMP sample sheets",,,,,
"National Groundwater Monitoring Programme",6,"Unspecified Bore","WWD8407",172.98962381497924,-41.196117349576774,337.0,"Metres",11724,2003-03-26 14:10:00.0,18482,2003-03-26 14:10:00.0,"Regular",,,,1900-01-01 00:00:00.0,1900-01-01 00:00:00.0,"68. Temperature Deg. C, YSI 55 multimeter, Unknown method, Measured",29439,"Unknown Person. Unknown Organisation (Unk. Org.)","Unknown Person, , Unknown Organisation"," ",6559,"WILLIAMS",true,,"Temperature Deg. C","17.6","Deg. C","Instant",,"Temperature Deg. C","YSI 55 multimeter","Unknown method","Measured",0.2,,,,,"March 2003 NGMP sample sheets",,,,,
